Region,Gender_of _Victims,Driver_Edu_Level,Driver_Experience,Cars_Service_Years,Vehicle_Types,Vehicles _Owner,Places_of_Accident_ Occurred,Road_Type,Placement_of_ the _Road,RoadConn,RoadSurfaceType,RoadChar,WeatherCond,vehicledefects,AccSeverity
Amhara,Male,9_10,2_5years,2_5years,Taxi,Public Service,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Public Service,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Public Service,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Public Service,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Public Service,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Public Service,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Public Service,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,2_5years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
Amhara,Male,9_10,2_5years,5_10years,Taxi,Private,Around Market,Two Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,No Defect,Slight Injury
